Date,BTC RC
2017-02-17,0.46909187372070726
2017-02-21,0.9999940048345937
2017-02-22,0.9808381168892804
2017-02-23,-0.16605695341739923
2017-02-24,0.7494435952063933
2017-02-27,0.9968611456837271
2017-02-28,-0.12102400870256817
2017-03-01,0.9840434558558513
2017-03-02,0.6538400477996743
2017-03-03,-0.8520034845101694
2017-03-06,-0.29448529043255556
2017-03-07,0.8671511512519882
2017-03-08,0.9831023351375556
2017-03-09,0.9802264103872859
2017-03-10,-0.7303349978885878
2017-03-13,-0.049064487712286234
2017-03-14,-0.4646349332672481
2017-03-15,0.6310676895054399
2017-03-16,-0.19154061663530733
2017-03-17,0.9870635965387915
2017-03-20,0.9560182608901034
2017-03-21,-0.6425744984550338
2017-03-22,-0.5643207823193837
2017-03-23,-0.7559024891598211
2017-03-24,0.8758156017613293
2017-03-27,-0.11320450860609191
2017-03-28,0.3932779809814014
2017-03-29,-0.44601456893407126
2017-03-30,-0.9964338750297701
2017-03-31,-0.5628227824072533
2017-04-03,-0.9755534018178137
2017-04-04,-0.9790777773328248
2017-04-05,0.7250508593816773
2017-04-06,0.2806694840774126
2017-04-07,0.9388134969183703
2017-04-10,0.8210911099399466
2017-04-11,-0.6468005165012729
2017-04-12,-0.5156392703065575
2017-04-13,0.9714308340752073
2017-04-17,0.9242232817865504
2017-04-18,0.7170827858334476
2017-04-19,-0.9024142208568207
2017-04-20,0.9883455631414876
2017-04-21,0.9993992362499704
2017-04-24,0.9994559853343432
2017-04-25,0.99994768715972
2017-04-26,0.8250389741072814
2017-04-27,0.3333878325805903
2017-04-28,-0.2075871263790351
2017-05-01,0.43189847958083505
2017-05-02,0.980695265793092
2017-05-03,-0.10963889376991898
2017-05-04,-0.48192798030434464
2017-05-05,0.786014741588361
2017-05-08,0.5797351682628948
2017-05-09,-0.5980003543164556
2017-05-10,0.08129884454958079
2017-05-11,-0.628614404512113
2017-05-12,0.40926409978079425
2017-05-15,-0.11131872848976414
2017-05-16,0.9900362683523286
2017-05-17,-0.9978428983320587
2017-05-18,-0.873013402842806
2017-05-19,0.9997896152719558
2017-05-22,0.9690061749229366
2017-05-23,0.9801761258285818
2017-05-24,0.9904935725621717
2017-05-25,-0.2606200011818222
2017-05-26,-0.9291370746906501
2017-05-30,0.4540278946626628
2017-05-31,-0.5304612857998685
2017-06-01,0.851644829171462
2017-06-02,0.9970075688295803
2017-06-05,0.46097251605958517
2017-06-06,-0.9676014854436575
2017-06-07,-0.9798430534179969
2017-06-08,-0.7459814551281699
2017-06-09,-0.3815093685114784
2017-06-12,0.8377686553753001
2017-06-13,0.03591612967775922
2017-06-14,-0.044239722661183284
2017-06-15,0.8327601140831504
2017-06-16,0.41040320296192256
2017-06-19,0.9146896717695577
2017-06-20,0.008919836811015002
2017-06-21,-0.9519347075526347
2017-06-22,0.5608586069835594
2017-06-23,0.8385530661210452
2017-06-26,-0.5174209334719069
2017-06-27,0.21502691598046156
2017-06-28,-0.22983304330561147
2017-06-29,0.9257069105926491
2017-06-30,0.6745606203667656
2017-07-03,0.3989252155623221
2017-07-05,0.9966061703065271
2017-07-06,-0.4937473469910735
2017-07-07,-0.26408453150605316
2017-07-10,-0.8561284844695518
2017-07-11,-0.4675768789547477
2017-07-12,0.8747307677530255
2017-07-13,0.610750737110403
2017-07-14,-0.9991403211607576
2017-07-17,-0.9990537201667948
2017-07-18,0.9995023177199772
2017-07-19,0.08812864359153076
2017-07-20,0.41049607579076847
2017-07-21,-0.51807496399669
2017-07-24,0.1558519938418332
2017-07-25,-0.9899465487376978
2017-07-26,-0.9929123907657396
2017-07-27,-0.9990333639860297
2017-07-28,-0.9948091521954446
2017-07-31,-0.9995877980625144
2017-08-01,-0.9901943321235938
2017-08-02,-0.9932227886279309
2017-08-03,-0.9896564509306407
2017-08-04,-0.13509562529786237
2017-08-07,0.915404654417646
2017-08-08,0.13534163719497355
2017-08-09,0.0865746892675901
2017-08-10,0.02036935840943772
2017-08-11,-0.5320431957318359
2017-08-14,0.9842488312187828
2017-08-15,0.9874913428765854
2017-08-16,0.9066976672331523
2017-08-17,-0.2164391238264588
2017-08-18,0.7294535497074545
2017-08-21,0.38325840403949774
2017-08-22,0.04433076487687637
2017-08-23,0.7683511690293564
2017-08-24,-0.8965064916298384
2017-08-25,-0.5240283919824454
2017-08-28,0.9999876949047204
2017-08-29,0.9483408096147105
2017-08-30,0.5685880133420653
2017-08-31,0.8520552359782221
2017-09-01,0.9355209352896118
2017-09-05,0.9934473647542117
2017-09-06,0.9998171672642879
2017-09-07,0.9980954915621902
2017-09-08,0.9945872594282088
2017-09-11,-0.513887242010098
2017-09-12,-0.9969539818176459
2017-09-13,-0.7155063430746625
2017-09-14,0.5538327068129429
2017-09-15,0.7317490381705496
2017-09-18,0.9994569376797658
2017-09-19,0.7152640236227676
2017-09-20,-0.9668693901048949
2017-09-21,0.9673141692645958
2017-09-22,0.9793348948301992
2017-09-25,-0.9593323978248163
2017-09-26,-0.9971170367714867
2017-09-27,0.9933921634926022
2017-09-28,0.9566106664911439
2017-09-29,-0.8765891048769473
2017-10-02,0.8516642012364591
2017-10-03,0.7385742604225832
2017-10-04,-0.9900871778084707
2017-10-05,0.4386237846793701
2017-10-06,0.8881684026452361
2017-10-09,-0.9577826822873906
2017-10-10,-0.2857120337498208
2017-10-11,0.9120070138206318
2017-10-12,-0.39622147598559676
2017-10-13,-0.7090889496257039
2017-10-16,0.9060327594098259
2017-10-17,-0.0978244959069444
2017-10-18,-0.8996117135064456
2017-10-19,0.653177853324671
2017-10-20,0.975645736282211
2017-10-23,0.8391977727930451
2017-10-24,0.2622610791726918
2017-10-25,-0.4002811377105703
2017-10-26,-0.7760978705819803
2017-10-27,-0.21101489672428397
2017-10-30,-0.2382778408220096
2017-10-31,-0.6932754816110325
2017-11-01,0.9834987140972083
2017-11-02,0.9056581036682324
2017-11-03,0.7608203875821712
2017-11-06,-0.06193137202118365
2017-11-07,-0.8446324805105855
2017-11-08,0.9234335576353075
2017-11-09,0.7927680324283183
2017-11-10,0.8850143851081198
2017-11-13,0.34671206243850144
2017-11-14,-0.9260076710485781
2017-11-15,-0.9801252659189837
2017-11-16,0.2602362664470378
2017-11-17,0.9994378438355718
2017-11-20,0.30784016398726416
2017-11-21,0.40728118156940973
2017-11-22,-0.33662565360708674
2017-11-24,0.1544947965324184
2017-11-27,0.33971498375816556
2017-11-28,0.5745908602692182
2017-11-29,0.7480481125032521
2017-11-30,0.8888572566948477
2017-12-01,0.5627174102365373
2017-12-04,-0.9877784614512971
2017-12-05,-0.8438714321027003
2017-12-06,-0.5964065525300343
2017-12-07,0.9049673497135133
2017-12-08,0.4785657743697527
2017-12-11,-0.7996266402316602
2017-12-12,0.9629101099883125
2017-12-13,0.2709420202473271
2017-12-14,0.4566827758129346
2017-12-15,0.8352020022626497
2017-12-18,0.9796992994097945
2017-12-19,0.9365045624666841
2017-12-20,0.9591228774255338
2017-12-21,-0.49902970462584384
2017-12-22,-0.5574165274205796
2017-12-26,-0.3384474499710654
2017-12-27,-0.7677886790579336
2017-12-28,-0.9911241482872072
2017-12-29,0.1318984409341314
2018-01-02,0.7025310294716041
2018-01-03,0.9991761992624274
2018-01-04,0.9568103254351541
2018-01-05,0.9803321207889153
2018-01-08,0.16097339920962586
2018-01-09,-0.9660784153258246
2018-01-10,-0.9782782430809973
2018-01-11,-0.9963648759208472
2018-01-12,-0.6336007587115625
2018-01-16,0.24927033490017708
2018-01-17,-0.23893020465655504
2018-01-18,-0.6686300782133006
2018-01-19,0.4480418890310719
2018-01-22,-0.8580036659264448
2018-01-23,-0.9919060197620139
2018-01-24,0.1535911428213358
2018-01-25,-0.6087970135033001
2018-01-26,-0.8690557583856987
2018-01-29,-0.7457219584016758
2018-01-30,0.8844394003087795
2018-01-31,0.9988355025331015
2018-02-01,0.7588413457202693
2018-02-02,0.707724224822946
2018-02-05,0.9791454128887787
2018-02-06,0.999794543364545
2018-02-07,0.9913014839134409
2018-02-08,-0.9539794706915619
2018-02-09,-0.6795518926713081
2018-02-12,0.9747532567112606
2018-02-13,-0.060078247620666235
2018-02-14,0.8665061184266474
2018-02-15,0.9984264392653701
2018-02-16,0.9984340941535251
2018-02-20,-0.9944246817875763
2018-02-21,-0.4048162436277807
2018-02-22,0.7789350108522856
2018-02-23,-0.12894665980066808
2018-02-26,0.9641737695543491
2018-02-27,-0.44104830753784174
2018-02-28,-0.12097377457125881
2018-03-01,-0.44991596704260417
2018-03-02,-0.8432131765112483
2018-03-05,0.9946482617839892
2018-03-06,-0.0541600407904409
2018-03-07,-0.7618148214481849
2018-03-08,-0.7492440356902951
2018-03-09,-0.717563693678479
2018-03-12,-0.6860854143349087
2018-03-13,0.6777220596154925
2018-03-14,0.8544082348110742
2018-03-15,0.9903200438685803
2018-03-16,0.5848064151346838
2018-03-19,-0.9772227205586133
2018-03-20,-0.8209656380987312
2018-03-21,0.28487918279979446
2018-03-22,0.9912856199452915
2018-03-23,0.29496528298633634
2018-03-26,-0.8088611324347387
2018-03-27,-0.48726782005681807
2018-03-28,0.8989057472548904
2018-03-29,-0.9982278039311373
2018-04-02,-0.03885980163187852
2018-04-03,0.26768211748188886
2018-04-04,-0.3584074771429448
2018-04-05,-0.9487453343216873
2018-04-06,0.8807122365044969
2018-04-09,0.7746289885221462
2018-04-10,0.8417764336522534
2018-04-11,0.4885971096621455
2018-04-12,0.6691094118306669
2018-04-13,0.9353795954423957
2018-04-16,0.9230200520958212
2018-04-17,-0.04736327216651809
2018-04-18,-0.048421882043021267
2018-04-19,-0.6615314486882452
2018-04-20,-0.9736222441158994
2018-04-23,-0.9916866336672384
2018-04-24,-0.9955452461691847
2018-04-25,-0.5294082411756275
2018-04-26,-0.1252626604059704
2018-04-27,0.6879219846313257
2018-04-30,-0.4972423696571158
2018-05-01,-0.9813213862855337
2018-05-02,-0.7481497413290578
2018-05-03,-0.8011299351508173
2018-05-04,0.2774071693617932
2018-05-07,-0.7415641423042908
2018-05-08,-0.9351131529485626
2018-05-09,0.19861348362668096
2018-05-10,-0.6597141672960348
2018-05-11,-0.8333796628803155
2018-05-14,-0.6848701417855058
2018-05-15,0.3890976696021777
2018-05-16,0.5037513082168176
2018-05-17,-0.6151508052609472
2018-05-18,0.15576723651976473
2018-05-21,0.6496670532591359
2018-05-22,0.36842732166849745
2018-05-23,-0.09911825954165167
2018-05-24,-0.8182996354665502
2018-05-25,0.7316887701459254
2018-05-29,0.6754966610804891
2018-05-30,-0.4801911395129268
2018-05-31,-0.761037665954912
2018-06-01,0.1927544881246832
2018-06-04,0.6250737064312276
2018-06-05,0.41873310807388564
2018-06-06,0.6640184560641228
2018-06-07,0.7949624330330183
2018-06-08,-0.9684837592537316
2018-06-11,-0.7405116588994938
2018-06-12,-0.9385283749392908
2018-06-13,0.48510321432123815
2018-06-14,0.7796368637776635
2018-06-15,0.9562378104051948
2018-06-18,-0.39407881851400994
2018-06-19,-0.8270964002371526
2018-06-20,-0.8343937195147032
2018-06-21,0.9912357144696773
2018-06-22,0.29233703943652195
2018-06-25,0.1487768593239868
2018-06-26,-0.6633679057245441
2018-06-27,-0.14236511792524553
2018-06-28,-0.4641710956177902
2018-06-29,-0.2366961760963166
2018-07-02,0.9638437437336218
2018-07-03,0.33345827396921274
2018-07-05,0.9767387163392898
2018-07-06,0.9580313917567875
2018-07-09,0.9847979807332531
2018-07-10,-0.6034328844469387
2018-07-11,-0.1323880255071261
2018-07-12,-0.8886186416798748
2018-07-13,-0.9886693449472551
2018-07-16,-0.4500438287180325
2018-07-17,0.7414901578352802
2018-07-18,0.959827869827093
2018-07-19,-0.6073443848230486
2018-07-20,-0.2021452459884374
2018-07-23,0.9739770110812715
2018-07-24,0.9980896435399134
2018-07-25,0.5026488293826812
2018-07-26,-0.6642575814290886
2018-07-27,-0.1441497754120015
2018-07-30,-0.9117194218744901
2018-07-31,-0.4006812173616514
2018-08-01,-0.8872620119408465
2018-08-02,-0.5534956273567636
2018-08-03,-0.9715538267531454
2018-08-06,-0.9234880509629697
2018-08-07,-0.9851735900534948
2018-08-08,-0.6773148003031435
2018-08-09,0.04374713465199249
2018-08-10,0.628262214756779
2018-08-13,0.7947902902159336
2018-08-14,-0.8786213588001546
2018-08-15,-0.9980243067909427
2018-08-16,-0.3057602661800422
2018-08-17,0.7861876258564138
2018-08-20,0.0013067013183879165
2018-08-21,-0.3743498528672877
2018-08-22,0.8868032119233523
2018-08-23,-0.5895865468995467
2018-08-24,0.7344525272312236
2018-08-27,0.9953378365354933
2018-08-28,0.8443607905128988
2018-08-29,0.33343420976734023
2018-08-30,-0.11251298980512826
2018-08-31,0.6278606514293825
2018-09-04,-0.9764348243726392
2018-09-05,0.5568030059343283
2018-09-06,0.9600615148257374
2018-09-07,0.9797819928616116
2018-09-10,-0.08039533241483095
2018-09-11,-0.7908575950204798
2018-09-12,0.32416434871416916
2018-09-13,0.9960385721345038
2018-09-14,0.9976466164397781
2018-09-17,0.9981451509200259
2018-09-18,0.8171950633996676
2018-09-19,0.9990446951096645
2018-09-20,0.9989435172305114
2018-09-21,0.747974197821551
2018-09-24,0.08328695038755757
2018-09-25,0.9615049745440175
2018-09-26,0.4599957459363105
2018-09-27,0.1693673666785814
2018-09-28,0.9860940288388266
2018-10-01,-0.9282221488316091
2018-10-02,-0.883911816089569
2018-10-03,-0.5554145559126193
2018-10-04,-0.7673838042306173
2018-10-05,-0.999749947101911
2018-10-08,-0.9420056871346612
2018-10-09,-0.39964518508550795
2018-10-10,0.9953232170526328
2018-10-11,0.8642130226649296
2018-10-12,0.7807845716813554
2018-10-15,0.13780873617544953
2018-10-16,0.24893641286177198
2018-10-17,-0.4971550837136419
2018-10-18,0.9084996586054623
2018-10-19,0.9937970658522164
2018-10-22,-0.8162686343454313
2018-10-23,-0.41202812301402225
2018-10-24,-0.735838174375425
2018-10-25,-0.9202985247495574
2018-10-26,-0.48343967465419696
2018-10-29,0.716083982519089
2018-10-30,-0.08030483777996646
2018-10-31,-0.756278363853358
2018-11-01,0.6968148609958361
2018-11-02,0.7082125283103312
2018-11-05,0.16626478931748728
2018-11-06,0.998907934857656
2018-11-07,0.9869976433326282
2018-11-08,0.5209454886047605
2018-11-09,0.9388752062903102
2018-11-12,0.8448203353649811
2018-11-13,0.9189612604445548
2018-11-14,0.9906038337850144
2018-11-15,0.13128790850689614
2018-11-16,-0.9565548265961061
2018-11-19,0.9785206087590899
2018-11-20,0.9863685156040953
2018-11-21,0.9786188321899202
2018-11-23,0.9894241672931932
2018-11-26,-0.7354298780498774
2018-11-27,-0.9734162482814527
2018-11-28,0.999373778084403
2018-11-29,0.9915999273907193
2018-11-30,-0.9824224545229601
2018-12-03,-0.9580631413935651
2018-12-04,-0.33900996950694884
2018-12-06,0.41551907977541197
2018-12-07,0.686444263023688
2018-12-10,0.6902927001929988
2018-12-11,0.6935779826159503
2018-12-12,0.3811939310666378
2018-12-13,-0.12731340056746684
2018-12-14,0.7309106388060942
2018-12-17,-0.7444935568463135
2018-12-18,-0.9445545574751502
2018-12-19,-0.6893544471912857
2018-12-20,-0.9143181527394946
2018-12-21,-0.31716343326232144
2018-12-24,0.15283282238419924
2018-12-26,-0.9595881051809718
2018-12-27,-0.9376397488813057
2018-12-28,-0.40721891382210246
2018-12-31,-0.32746072031674883
2019-01-02,-0.3095407623196711
2019-01-03,0.0816665022991905
2019-01-04,0.4406239684606354
2019-01-07,0.7098116111754692
2019-01-08,0.8311598911401935
2019-01-09,0.986926460140177
2019-01-10,-0.8751067167567255
2019-01-11,-0.9999690357103823
2019-01-14,-0.9596240474228497
2019-01-15,-0.9623910239967282
2019-01-16,-0.8848981179377059
2019-01-17,0.9505724596679425
2019-01-18,-0.04578303108824219
2019-01-22,0.31605271597155354
2019-01-23,0.9193955092224793
2019-01-24,-0.3076669467199374
2019-01-25,0.5563173265192956
2019-01-28,0.4399957043764077
2019-01-29,0.9999665966240934
2019-01-30,0.8585347283230336
2019-01-31,0.3965600210088641
2019-02-01,-0.37551862350901244
2019-02-04,-0.3675907889444682
2019-02-05,-0.787129091451788
2019-02-06,0.09725930183980117
2019-02-07,0.7896775647614032
2019-02-08,-0.4002905437854368
2019-02-11,0.8259055989663764
2019-02-12,-0.29306864608306066
2019-02-13,-0.45833897098960424
2019-02-14,-0.20748914854387088
2019-02-15,-0.03510684095015783
2019-02-19,0.6021963799393639
2019-02-20,0.9029200704628463
2019-02-21,0.8002678442719388
2019-02-22,0.935117580087852
2019-02-25,-0.2428753948697474
2019-02-26,-0.6494751211587816
2019-02-27,0.9486423336085288
2019-02-28,-0.45932678063793286
2019-03-01,0.6424371486260847
2019-03-04,0.11996117604027208
2019-03-05,0.04023924862941385
2019-03-06,-0.6505709946306525
2019-03-07,-0.9980683913207987
2019-03-08,-0.06108420322471118
2019-03-11,0.015266137127014964
2019-03-12,0.9385427124495865
2019-03-13,0.15483863885256166
2019-03-14,0.2764035025548931
2019-03-15,0.8828667600747551
2019-03-18,0.9642019393192391
2019-03-19,0.9271263638364883
2019-03-20,-0.7537284228834569
2019-03-21,-0.9999628333698478
2019-03-22,0.0002986091005395134
2019-03-25,0.5917408983644769
2019-03-26,-0.051518935901457785
2019-03-27,-0.005768225404245737
2019-03-28,-0.7903764238672207
2019-03-29,0.5380722881773911
2019-04-01,0.9991038033330247
2019-04-02,0.5594523377091415
2019-04-03,0.5933542075055749
2019-04-04,0.4674829088928956
2019-04-05,0.7228317907965438
2019-04-08,0.8448664610104748
2019-04-09,-0.026135276983513787
2019-04-10,0.7452605640937342
2019-04-11,-0.055760160648637425
2019-04-12,-0.4269884344527421
2019-04-15,0.6486996370644073
2019-04-16,0.448819771385698
2019-04-17,-0.3790382526315898
2019-04-18,-0.03483956425075559
2019-04-22,0.9441939253328309
2019-04-23,0.9611703980755743
2019-04-24,0.9130173471119515
2019-04-25,0.8136690707241407
2019-04-26,-0.1869093642534965
2019-04-29,0.7902154929814922
2019-04-30,0.6489088587789829
2019-05-01,-0.6756265580386179
2019-05-02,-0.8774618446638865
2019-05-03,0.8836240576444512
2019-05-06,0.9157393789815866
2019-05-07,-0.8971697000870479
2019-05-08,-0.8166575701145083
2019-05-09,-0.9940524158537121
2019-05-10,0.19178826866173435
2019-05-13,-0.9669954647704865
2019-05-14,-0.9111101271539918
2019-05-15,0.9909767604569122
2019-05-16,-0.44738659336784786
2019-05-17,-0.19051441395341748
2019-05-20,-0.1759812067448317
2019-05-21,-0.3466453043002342
2019-05-22,-0.230472220737906
2019-05-23,-0.05844485956557791
2019-05-24,-0.9016061906431683
2019-05-28,-0.9646400582899213
2019-05-29,-0.8574994035140084
2019-05-30,0.3577253723649699
2019-05-31,-0.4162159417385813
2019-06-03,-0.06353586431414786
2019-06-04,-0.8511277124481307
2019-06-05,-0.8781879798014564
2019-06-06,0.8956890984179265
2019-06-07,0.9285227684005053
2019-06-10,0.8805197101982367
2019-06-11,-0.7422271706361072
2019-06-12,-0.8919690911522198
2019-06-13,0.27384268970897974
2019-06-14,0.2623780939595871
2019-06-17,-0.3411516161969312
2019-06-18,0.214094758879403
2019-06-19,-0.4630205525030349
2019-06-20,0.9774887122804804
2019-06-21,0.6339601952825423
2019-06-24,-0.999981985181986
2019-06-25,-0.917106362205283
2019-06-26,-0.8541735149172522
2019-06-27,-0.9236090368523028
2019-06-28,-0.21337637224346348
2019-07-01,-0.4005356936864699
2019-07-02,-0.9278037844017698
2019-07-03,0.9925628487100993
2019-07-05,0.7799063050464403
2019-07-08,-0.4775945806111398
2019-07-09,-0.9141246876810704
2019-07-10,-0.585766661134933
2019-07-11,-0.93426079254549
2019-07-12,-0.2434506463352222
2019-07-15,-0.036394310595716926
2019-07-16,0.9015322140191575
2019-07-17,0.6640820950023185
2019-07-18,-0.1194727962934122
2019-07-19,0.21711501722865226
2019-07-22,0.46444498207074875
2019-07-23,-0.9999778798955873
2019-07-24,-0.9661177452680987
2019-07-25,-0.9999972339698605
2019-07-26,-0.6218650891285752
2019-07-29,-0.39745159206953073
2019-07-30,0.6224516637239597
2019-07-31,-0.99933435316894
2019-08-01,-0.9981265634052952
2019-08-02,-0.9816335623128213
2019-08-05,-0.9937722641587594
2019-08-06,-0.98219523075069
2019-08-07,-0.18245399006492924
2019-08-08,0.5668515778905047
2019-08-09,0.06676309438166658
2019-08-12,0.9826911201137308
2019-08-13,-0.1684877345790418
2019-08-14,0.6187494532676951
2019-08-15,0.9732928458465796
2019-08-16,0.7468748162555063
2019-08-19,0.8891338965948727
2019-08-20,0.9085135106660679
2019-08-21,-0.35774604376397473
2019-08-22,-0.997896572674085
2019-08-23,-0.9992440598286871
2019-08-26,-0.9556879388734205
2019-08-27,-0.37933421504216747
2019-08-28,-0.6891398146130441
2019-08-29,-0.941961315388025
2019-08-30,-0.9183647236243392
2019-09-03,-0.9879345129002611
2019-09-04,-0.18492178891255875
2019-09-05,-0.9845134539016869
2019-09-06,-0.608030243715761
2019-09-09,-0.9868138617018646
2019-09-10,-0.9369412925500828
2019-09-11,-0.277477861169124
2019-09-12,0.8457309967724386
2019-09-13,0.9991804322863062
2019-09-16,0.9802436692716066
2019-09-17,0.38776912327931745
2019-09-18,-0.8910916696348552
2019-09-19,-0.10111125749519691
2019-09-20,0.6541332072012526
2019-09-23,0.6348567814234503
2019-09-24,0.9622866008152966
2019-09-25,0.6398446580709748
2019-09-26,-0.3696158217703274
2019-09-27,0.45400702046450675
2019-09-30,-0.3343031399542197
2019-10-01,-0.624192200953824
2019-10-02,-0.9947869010235695
2019-10-03,-0.3021018520809081
2019-10-04,-0.920186121464496
2019-10-07,-0.8917570455623354
2019-10-08,-0.29788531508706656
2019-10-09,0.12781994275328235
2019-10-10,0.9010691014454455
2019-10-11,-0.9418260051707652
2019-10-14,-0.9974088916358801
2019-10-15,-0.9836043738095901
2019-10-16,-0.7671488687412809
2019-10-17,0.5766167065883079
2019-10-18,0.9525519384414448
2019-10-21,0.9946918428683955
2019-10-22,0.9948005312407475
2019-10-23,-0.10979821506432735
2019-10-24,-0.9284116258051561
2019-10-25,0.9445564474928121
2019-10-28,0.9620856940971221
2019-10-29,0.9379201667955154
2019-10-30,-0.8365999526614946
2019-10-31,-0.5317767054971163
